Topic,Count,Name,CustomName,Representation,KeyBERT,OpenAI,MMR,POS,Representative_Docs
9,10,9_requiring public_relating requiring_based biological_interscholastic athletic,Public School Athletic Competition Policy,"['requiring public', 'relating requiring', 'based biological', 'interscholastic athletic', 'activities based', 'athletic competitions', 'competitions', 'athletic activities', 'based', 'biological sex']","['participation athletic', 'extracurricular sports', 'athletic activities', 'designate athletic', 'athletic organizations', 'athletic competitions', 'athletic participant', 'intercollegiate athletic', 'participate interscholastic', 'interscholastic athletic']",['Public School Athletic Competition Policy'],"['requiring public', 'relating requiring', 'based biological', 'interscholastic athletic', 'activities based', 'athletic competitions', 'competitions', 'athletic activities', 'based', 'biological sex']","['athletic competitions', 'competitions', 'athletic activities', 'biological sex', 'biological', 'athletic', 'public', 'public school', 'students', 'sex']","['Relating to requiring public school and public institution of higher education students to compete in interscholastic athletic competitions based on biological sex.', 'Relating to requiring public school students to participate in interscholastic athletic activities based on biological sex.', 'Relating to requiring public school and public institution of higher education students to participate in interscholastic athletic activities based on biological sex.']"
10,10,10_fairness_fairness women_women sports_women,Fairness in Women's Sports Act,"['fairness', 'fairness women', 'women sports', 'women', 'sports act', 'relative', 'sporting events', 'student participate', 'ability', 'offer']","['women sports', 'fairness women', 'womens sports', 'fairness womens', 'sports act', 'fairness', 'act provides', 'sport', 'protection act', 'sporting events']","[""Fairness in Women's Sports Act""]","['fairness', 'fairness women', 'women sports', 'women', 'sports act', 'relative', 'sporting events', 'student participate', 'ability', 'offer']","['fairness', 'women', 'relative', 'basis', 'ability', 'sports', 'events', 'team', 'student', 'school']","[""Fairness in Women's Sports Act"", ""Provides for the Fairness in Women's Sports Act relative to a school's ability to offer opportunities to each student to participate in team sporting events on an equal basis."", ""Provides for the Fairness in Women's Sports Act relative to a school's ability to offer opportunities to each student to participate in team sporting events on an equal basis""]"
11,9,11_harm_violation_result_action,Civil Cause of Action for Harm,"['harm', 'violation', 'result', 'action', 'harm result', 'result violation', 'civil', 'violation provisions', 'creates', 'cause action']","['violation provisions', 'civil cause', 'adverse action', 'civil action', 'cause action', 'student suffers', 'action students', 'certain provisions', 'action violation', 'schools institutions']",['Civil Cause of Action for Harm'],"['harm', 'violation', 'result', 'action', 'harm result', 'result violation', 'civil', 'violation provisions', 'creates', 'cause action']","['harm', 'violation', 'result', 'action', 'civil', 'cause', 'adverse action', 'organization', 'provisions', 'adverse']","['The bill prohibits any government entity, licensing or accrediting organization, or athletic association or organization from entertaining a complaint, opening an investigation, or taking any other adverse action against public school or institution of higher education based on a violation of the provisions of the bill and creates a cause of action for any school or institution of higher education that suffers harm as a result of a violation of the bill.', 'Finally, the bill creates a civil cause of action for students that suffer any deprivation, harm, retaliation, or adverse action or for schools that suffer any harm as a result of a violation of the provisions of the bill, provided that such action is initiated within two years of such deprivation, harm, retaliation, or adverse action.', 'Finally, the bill creates a civil cause of action for students and schools that suffer harm as a result of a violation of the provisions of the bill, provided that such action is initiated within two years of the harm occurring.']"
12,9,12_amends_modifies_elementary secondary_elementary,Education Legislation Amendments,"['amends', 'modifies', 'elementary secondary', 'elementary', 'secondary', 'act prohibits', 'finance', 'education act', 'creates provisions', 'provisions regarding']","['education act', 'school districts', 'modifies provisions', 'act prohibits', 'provisions relating', 'schools', 'provisions regarding', 'relating school', 'action students', 'education']",['Education Legislation Amendments'],"['amends', 'modifies', 'elementary secondary', 'elementary', 'secondary', 'act prohibits', 'finance', 'education act', 'creates provisions', 'provisions regarding']","['elementary', 'secondary', 'finance', 'education', 'provisions', 'actions', 'secondary schools', 'policy', 'certain', 'schools']","['Amends the Board of Higher Education Act.', 'Modifies provisions relating to school activities', 'Modifies and creates provisions regarding elementary and secondary education']"
13,8,13_participation_participation athletic_athletic contests_contests,Student Athletic Competition Guidelines,"['participation', 'participation athletic', 'athletic contests', 'contests', 'guidelines', 'sex', 'organized', 'student', 'athletic events', 'athletic']","['athletic contests', 'participation athletic', 'athletic events', 'participate athletic', 'athletic competitions', 'athletic competition', 'interscholastic athletics', 'participation interscholastic', 'athletics', 'compete interscholastic']",['Student Athletic Competition Guidelines'],"['participation', 'participation athletic', 'athletic contests', 'contests', 'guidelines', 'sex', 'organized', 'student', 'athletic events', 'athletic']","['participation', 'guidelines', 'contests', 'athletic contests', 'sex', 'student', 'athletic events', 'athletic', 'interscholastic', 'events']","[""Relating to requiring public school students to compete in interscholastic athletic competitions based on sex and a study conducted by the University Interscholastic League on the effects of allowing a student to participate in an athletic competition designated for the sex opposite to the student's sex."", 'Establishes guidelines for student participation in athletic contests organized by sex', 'Establishes guidelines for public school student participation in athletic contests organized by sex']"
14,7,14_sport sponsored_private_secondary school_club athletic,Athletic Competition Regulations,"['sport sponsored', 'private', 'secondary school', 'club athletic', 'club', 'interscholastic intercollegiate', 'institution', 'sponsored', 'elementary secondary', 'schools certain']","['prohibits interscholastic', 'intercollegiate intramural', 'nonpublic school', 'nonpublic schools', 'intercollegiate', 'athletic competition', 'athletic associations', 'violation provisions', 'school corporations', 'interscholastic intercollegiate']",['Athletic Competition Regulations'],"['sport sponsored', 'private', 'secondary school', 'club athletic', 'club', 'interscholastic intercollegiate', 'institution', 'sponsored', 'elementary secondary', 'schools certain']","['private', 'secondary school', 'club', 'institution', 'school', 'elementary', 'secondary', 'athletic team', 'intercollegiate', 'sport']","['The bill prohibits any interscholastic, intercollegiate, or club athletic team or sport that is sponsored by a public elementary or secondary school or a public institution of higher education from competing against any interscholastic, intercollegiate, or club athletic team or sport that is sponsored by a private elementary or secondary school or a private institution of higher education unless such private school or institution complies with the applicable provisions of the bill for the team or sport that it sponsors.', 'The bill further prohibits any interscholastic, intercollegiate, intramural, or club athletic team or sport sponsored by a public elementary or secondary school or a public institution of higher education from competing against any interscholastic, intercollegiate, intramural, or club athletic team or sport sponsored by a private elementary or secondary school or private institution of higher education in the Commonwealth unless such private school or institution complies with the applicable provisions of the bill.', 'Furthermore, the bill prohibits any interscholastic, intercollegiate, intramural, or club athletic team or sport that is sponsored by a public elementary or secondary school or sponsored by a public institution of higher education from competing against any interscholastic, intercollegiate, intramural, or club athletic team or sport that is sponsored by a private elementary or secondary school or a private institution of higher education unless such private school or institution also complies with the provisions of the bill.']"
15,6,15_sport designated_sport_athletic team_female,Gender-Based Athletic Participation Regulations,"['sport designated', 'sport', 'athletic team', 'female', 'permitted', 'team sport', 'designated female', 'provides athletic', 'male', 'team']","['prohibits athletic', 'participating athletic', 'sport designated', 'athletic activities', 'athletic organizations', 'athletic team', 'designated females', 'sport', 'gender identity', 'provides athletic']",['Gender-Based Athletic Participation Regulations'],"['sport designated', 'sport', 'athletic team', 'female', 'permitted', 'team sport', 'designated female', 'provides athletic', 'male', 'team']","['sport', 'athletic team', 'female', 'male', 'team', 'athletic', 'identity', 'biological', 'women', 'girls']","['Provides that an athletic team or sport designated for females, women, or girls may not be open to students of the male sex.', 'Provides that an athletic team or sport designated as being female is available only to participants who are female, based on their biological sex.', ""Prohibits a male, based on the student's biological sex at birth in accordance with the student's genetics and reproductive biology, from participating on an athletic team or sport designated as being a female, women's, or girls' athletic team or sport.""]"
16,5,16_requires_student_certain_student sex,Student Gender Discrimination Regulations,"['requires', 'student', 'certain', 'student sex', 'purposes participation', 'materials', 'discrimination', 'sex time', 'fails', 'student gender']","['discrimination', 'gender purposes', 'institutions designated', 'student gender', 'enacted requires', 'prohibits athletic', 'school district', 'school institution', 'educational institutions', 'certain educational']",['Student Gender Discrimination Regulations'],"['requires', 'student', 'certain', 'student sex', 'purposes participation', 'materials', 'discrimination', 'sex time', 'fails', 'student gender']","['student', 'certain', 'discrimination', 'materials', 'purposes', 'department', 'education', 'time', 'sex', 'school']","['Provides that subjecting individuals to specified concepts under certain circumstances constitutes discrimination based on race, color, sex, or national origin; revising requirements for required instruction on the history of African Americans; requiring the department to prepare and offer certain standards and curriculum; authorizing the department to seek input from a specified organization for certain purposes; prohibits instructional materials reviewers from recommending instructional materials that contain any matter that contradicts certain principles; requires DOE to review school district professional development systems for compliance with certain provisions of law.', ""As enacted, requires the commissioner of education to withhold a portion of the state education finance funds that an LEA is otherwise eligible to receive if the LEA fails or refuses to determine a student's gender, for purposes of participation in school sports, by the student's sex at the time of birth; exempts an LEA that fails or refuses to determine a student's gender, for purposes of participation in school sports, by the student's sex at the time of birth if the LEA's failure or refusal to do so is required by a court or other legally binding order."", ""Requires that certain athletic teams or sports sponsored by certain educational institutions be designated on basis of students' biological sex; prohibits athletic teams or sports designated for female students to be open to male students; requires that student's school or institution, as applicable, resolve disputes regarding student's sex; requires State Board of Education to adopt certain rules; provides for civil remedies & damages; provides statute of limitation.""]"
17,5,17_require_athletes_birth_events based,Gender-Based Sports Participation Regulations,"['require', 'athletes', 'birth', 'events based', 'birth gender', 'assigned birth', 'certificates', 'perform', 'birth certificates', 'sporting events']","['biological gender', 'birth gender', 'gender', 'biological sex', 'participation athletic', 'school sports', 'athletes', 'sport', 'sports', 'athlete']",['Gender-Based Sports Participation Regulations'],"['require', 'athletes', 'birth', 'events based', 'birth gender', 'assigned birth', 'certificates', 'perform', 'birth certificates', 'sporting events']","['athletes', 'birth', 'certificates', 'biological', 'sporting', 'middle school', 'biological gender', 'middle', 'athlete', 'gender']","[""Requiring participation in athletic or sporting events be based on athlete's biological gender"", 'Require interscholastic athletes to participate under sex assigned at birth', 'Require anyone participating in high school or middle school sports to play per their biological birth gender']"
18,5,18_provide_title_official_repeal,Gender Classification in Athletic Programs,"['provide', 'title', 'official', 'repeal', 'matters', 'laws', 'related', 'act amend', 'purposes', 'programs']","['act amend', 'provide legislative', 'athletic programs', 'athletic program', 'legislative', 'designated females', 'athletic events', 'schools participating', 'participate athletic', 'laws']",['Gender Classification in Athletic Programs'],"['provide', 'title', 'official', 'repeal', 'matters', 'laws', 'related', 'act amend', 'purposes', 'programs']","['title', 'official', 'matters', 'laws', 'purposes', 'programs', 'private', 'short title', 'short', 'sponsor']","['A BILL to be entitled an Act to amend Title 20 of the Official Code of Georgia Annotated, relating to education, so as to provide that it shall be unlawful for Georgia public schools or participating private schools whose students or teams compete against a Georgia public school to operate, sponsor, or facilitate athletic programs or activities that permit a person of one gender to participate in an athletic program or activity that is designated for persons of the opposite gender; to provide for exceptions; to provide for private rights of action and awards of attorney fees; to provide for legislative findings and intent; to provide for definitions; to provide for a short title; to provide for related matters; to repeal conflicting laws; and for other purposes.', 'A BILL to be entitled an Act to amend Title 20 of the Official Code of Georgia Annotated, relating to education, so as to provide that it shall be unlawful for a public school, an institution of the University System of Georgia, or a private school whose students or teams compete against a public school to operate, sponsor, or facilitate athletic programs or activities that permit a person whose gender is male to participate in an athletic program or activity that is designated for females; to provide for a definition; to provide for remedies for violations; to waive certain immunities; to provide for related matters; to repeal conflicting laws; and for other purposes.', 'A BILL to be entitled an Act to amend Title 20 of the Official Code of Georgia Annotated, relating to education, so as to provide that it shall be unlawful for a public school or a private school whose students or teams compete against a public school to operate, sponsor, or facilitate athletic programs or activities that permit a person whose gender is male to participate in an athletic program or activity that is designated for females; to provide for definitions; to provide for remedies for violations; to provide for exceptions; to waive certain immunities; to provide for a short title; to provide for related matters; to repeal conflicting laws; and for other purposes.']"
19,4,19_statement_student biological_student_birth,Student Biological Sex Determination,"['statement', 'student biological', 'student', 'birth', 'student birth', 'near', 'time student', 'official birth', 'biological', 'sex student']","['biological gender', 'biological sex', 'biological males', 'student biological', 'gender', 'males females', 'birth certificate', 'student birth', 'sex student', 'males']",['Student Biological Sex Determination'],"['statement', 'student biological', 'student', 'birth', 'student birth', 'near', 'time student', 'official birth', 'biological', 'sex student']","['statement', 'student', 'birth', 'official birth', 'biological', 'time', 'certificate', 'official', 'biological sex', 'sex']","['The bill provides that a student\'s ""biological sex"" is the statement of such student\'s biological sex on such student\'s official birth certificate if the statement was filed at or near the time of the student\'s birth.', ""Provides that, in determining a student's biological gender, a statement of a student's biological sex on the student's official birth certificate is considered to have correctly stated the student's biological sex at birth if the statement was filed at or near the time of the student's birth."", ""Provides that a statement of a student's biological sex on the student's official birth certificate is considered to have correctly stated the student's biological sex at birth if the statement was filed at or near the time of the student's birth.""]"
20,4,20____,Legislative Bills Cross-Referenced,"['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",['Legislative Bills Cross-Referenced'],"['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']","['(See HF 2416.)', '(Formerly HF 2309.)', '(Formerly SSB 3146.)']"
21,4,21_designated based_certain_interscholastic intramural_requiring,Athletic Teams by Biological Sex,"['designated based', 'certain', 'interscholastic intramural', 'requiring', 'based biological', 'interscholastic', 'intramural', 'based', 'providing', 'intramural athletic']","['intramural athletic', 'athletic teams', 'sport designated', 'sports students', 'athletics', 'interscholastic intramural', 'interscholastic activities', 'interscholastic', 'athletic', 'sport']",['Athletic Teams by Biological Sex'],"['designated based', 'certain', 'interscholastic intramural', 'requiring', 'based biological', 'interscholastic', 'intramural', 'based', 'providing', 'intramural athletic']","['certain', 'interscholastic', 'intramural', 'athletic teams', 'biological sex', 'circumstances', 'certain circumstances', 'county', 'sex', 'actions']","['AN ACT relating to athletics; requiring the Nevada Interscholastic Activities Association to adopt rules and regulations requiring each interscholastic activity or event to be designated based on biological sex; requiring the Board of Regents of the University of Nevada to adopt a policy requiring each interscholastic sport or athletic event that is sanctioned or sponsored by a university, state college or community college within the Nevada System of Higher Education to be designated based on biological sex; requiring each organization for youth sports that sanctions or sponsors competitive sports for youths in this State to adopt a policy requiring each youth sport to be designated based on biological sex; defining certain terms; and providing other matters properly relating thereto.', 'Requiring certain interscholastic and intramural junior varsity and varsity athletic teams or sports sponsored by certain schools to be expressly designated based on biological sex; prohibiting certain entities from taking certain adverse actions against a school or county board of education for maintaining separate interscholastic and intramural junior varsity and varsity athletic teams and sports for students of the female sex; and providing that certain individuals have the right to bring a civil action under certain circumstances.', 'Requiring certain interscholastic and intramural athletic teams or sports sponsored by certain schools to be expressly designated based on biological sex; prohibiting certain entities from taking certain adverse actions against a school or county board of education for maintaining separate interscholastic and intramural athletic teams and sports for students of the female sex; and providing that certain individuals have the right to bring a civil action under certain circumstances.']"
22,4,22_student_birth_requires_certificate,Student Athletic Eligibility and Gender Determination,"['student', 'birth', 'requires', 'certificate', 'birth certificate', 'requires student', 'signed', 'physician', 'determined', 'associated biological']","['student gender', 'student athlete', 'gender purposes', 'sex athletics', 'student biological', 'gender', 'participate interscholastic', 'eligibility', 'athletics', 'student birth']",['Student Athletic Eligibility and Gender Determination'],"['student', 'birth', 'requires', 'certificate', 'birth certificate', 'requires student', 'signed', 'physician', 'determined', 'associated biological']","['student', 'birth', 'certificate', 'physician', 'performance', 'drugs', 'biological sex', 'school', 'statements', 'penalty']","[""Requires a school district or nonpublic school to obtain a written statement signed by a student's parent or guardian or the student verifying the student's age, biological sex, and that the student has not taken performance enhancing drugs; provides for a penalty for false or misleading statements."", 'This Act generally requires a student athlete to compete for athletic teams or in sports associated with their biological sex, as determined at or near birth and based on the students birth certificate or other government record if a birth certificate is unobtainable.', ""As enacted, requires that a student's gender for purposes of participation in a public middle school or high school interscholastic athletic activity or event be determined by the student's sex at the time of the student's birth, as indicated on the student's original birth certificate.""]"
23,4,23_state_provides_2022_certain,Gender-inclusive Correctional Facility Legislation,"['state', 'provides', '2022', 'certain', 'competitive', 'employees', '2023', 'authorizes', 'commission', 'gender']","['legislation', 'provisions relating', 'provisions law', 'certain provisions', 'gender based', 'repeals', 'gender identity', 'law', 'prison', 'government']",['Gender-inclusive Correctional Facility Legislation'],"['state', 'provides', '2022', 'certain', 'competitive', 'employees', '2023', 'authorizes', 'commission', 'gender']","['state', 'certain', 'competitive', 'employees', 'commission', 'gender', 'services', 'law', 'individuals', 'funds']","['Concerning the housing of inmates in state correctional facilities.', 'Enacts into law major components of legislation necessary to implement the state public protection and general government budget for the 2022-2023 state fiscal year; makes certain provisions relating to the criminal justice discovery compensation fund permanent (Part A); provides for incarcerated individuals who have a gender identity that differs from their assigned sex at birth, have a diagnosis of gender dysphoria, who identify as transgender, gender nonconforming, or nonbinary, or who are intersex to request to be placed in a correctional facility with persons of the gender that is consistent with such incarcerated individual\'s gender identity (Part B); expands limited credit time and eligibility for furloughs and educational leave (Part C); repeals the supervision fee paid by individuals who are in a supervised release program (Part D); authorizes the department of corrections and community supervision access to certain records (Part E); requires members of the state parole board to devote their entire time to the duties of their office (Part F); suspends the transfer of monies into the New York state emergency services revolving loan fund from the public safety communications account for the state fiscal years 2022--2023 and 2023--2024 (Part G); establishes a mandatory training certification for all domestic and gender-based victim advocates (Part H); provides for awarding reimbursement for certain items of essential personal property (Part I); extends provisions relating to value limitations on contracts (Part J); allows a municipality to elect to receive notice by email (Part K); requires certain information to be requested in applications for licenses; repeals certain provisions of such law relating thereto (Part L); makes permanent provisions relating to liquidator\'s permits and temporary retail permits (Part M); modifies voter registration deadlines (Part N); provides for the boundaries of election districts and the designation of polling places (Part O); permits retail licensees for on-premises consumption of alcohol to sell and deliver alcoholic beverages for off-premises consumption (Part P); prohibits nepotism and certain gifts and conflicts of interest (Part Q); permits the civil service department or a municipal commission to establish a continuing eligible list for any class of positions for which it finds such lists are appropriate (Part R); permits employees in the state service in the non-competitive or labor class the same opportunity as employees in the competitive class to take promotion examinations (Part S); grants employees hired under sections 55-B and 55-C of the civil service law the opportunity to transfer into competitive class positions, provided that such employees meet the requirements for competitive examination and possess the requisite credentials, licenses and certifications as necessary (Part T); expands eligibility for shift pay differentials (Part U); provides for the rate of interest to be paid on judgement and accrued claims (Part V); streamlines the county-wide shared services initiative (Part W); provides aid and incentives for municipalities to towns and villages (Part X); provides for the administration of certain funds and accounts related to the 2022-2023 budget, authorizing certain payments and transfers; provides for the administration of certain funds and accounts; permits the issuance of certain bonds or notes; provides for personal income tax notes for 2022; authorizes the dormitory authority of the state of New York and the urban development corporation to enter into line of credit facilities for 2022; relates to state-supported debt issued during the 2022 fiscal year; provides for payments of certain bonds; authorizes and directs the state comptroller to utilize the mental health services fund for certain purposes (Part Y); establishes the ""independent ethics commission reform act of 2022"", creating the independent commission on ethics and lobbying in government (Part Z); provides for the automatic sealing of certain convictions (Part AA); provides for employment of incarcerated individuals by a private sector entity or as part of a prison industries certification program authorized by the United States (Part BB).', ""A bill to require elementary schools and secondary schools that receive Federal funds to obtain parental consent before facilitating a child's gender transition in any form, and for other purposes.""]"
24,3,24_equality_requirement_purpose_creates,Gender Equality in School Sports,"['equality', 'requirement', 'purpose', 'creates', 'school sports', 'designate', 'include members', 'teams include', 'biologically', 'teams']","['women sports', 'student athletic', 'school sports', 'athletic teams', 'sports act', 'fairness women', 'sports', 'equality', 'female student', 'gender']",['Gender Equality in School Sports'],"['equality', 'requirement', 'purpose', 'creates', 'school sports', 'designate', 'include members', 'teams include', 'biologically', 'teams']","['requirement', 'equality', 'purpose', 'teams', 'female student', 'specific', 'members', 'sports', 'female', 'gender']","[""Creating the fairness in women's sports act to require that female student athletic teams only include members who are biologically female."", 'Creates the requirement of school sports to designate sex-specific teams for the purpose of gender equality.', 'Creates the requirement of school sports to designate sexspecific teams for the purpose of gender equality.']"
25,3,25_males participating_biological males_biological_participating,Ban on Biological Males in Women's Sports,"['males participating', 'biological males', 'biological', 'participating', 'extracurricular sports', 'competitions extracurricular', 'allowing student', 'designated biological', 'team sponsored', 'compete athletic']","['prohibits athletic', 'participating athletic', 'women sports', 'extracurricular sports', 'athletic competition', 'sports designated', 'athletic competitions', 'biological males', 'biological females', 'prohibits']","[""Ban on Biological Males in Women's Sports""]","['males participating', 'biological males', 'biological', 'participating', 'extracurricular sports', 'competitions extracurricular', 'allowing student', 'designated biological', 'team sponsored', 'compete athletic']","['biological males', 'biological', 'extracurricular sports', 'males', 'extracurricular', 'biological females', 'opposite', 'athletic competition', 'athletic competitions', 'competitions']","[""An Act To Ban Biological Males from Participating in Women's Sports"", 'Prohibits an athletic team sponsored by a school from allowing a student to compete in an athletic competition designated for the opposite biological sex', 'Prohibits biological males from participating in athletic competitions or extracurricular sports designated for biological females.']"
